 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\138Xe_tTi.txt

 Ion = Xenon [54] , Mass = 138 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   2.25 GeV   4.245E+01  2.386E-02  197.43 um     6.18 um     1.90 um  
   2.50 GeV   4.029E+01  2.175E-02  223.76 um     7.22 um     1.99 um  
   2.75 GeV   3.837E+01  2.000E-02  251.45 um     8.22 um     2.10 um  
   3.00 GeV   3.665E+01  1.852E-02  280.49 um     9.20 um     2.20 um  
   3.25 GeV   3.511E+01  1.726E-02  310.85 um    10.15 um     2.32 um  
   3.50 GeV   3.371E+01  1.616E-02  342.50 um    11.10 um     2.43 um  
   3.75 GeV   3.243E+01  1.520E-02  375.44 um    12.05 um     2.56 um  
   4.00 GeV   3.124E+01  1.436E-02  409.65 um    12.99 um     2.69 um  
   4.50 GeV   2.916E+01  1.294E-02  481.82 um    16.53 um     2.96 um  
   5.00 GeV   2.740E+01  1.178E-02  558.89 um    19.81 um     3.25 um  
   5.50 GeV   2.585E+01  1.082E-02  640.74 um    22.95 um     3.56 um  
   6.00 GeV   2.450E+01  1.001E-02  727.29 um    26.02 um     3.89 um  
   6.50 GeV   2.330E+01  9.324E-03  818.47 um    29.05 um     4.24 um  
   7.00 GeV   2.223E+01  8.727E-03  914.18 um    32.06 um     4.60 um  
   8.00 GeV   2.040E+01  7.745E-03    1.12 mm    43.21 um     5.37 um  
   9.00 GeV   1.890E+01  6.970E-03    1.34 mm    53.43 um     6.21 um  
  10.00 GeV   1.764E+01  6.342E-03    1.58 mm    63.22 um     7.10 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.2951E+01                 eV / Angstrom 
  2.2951E+02                keV / micron   
  2.2951E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.2260E+01                 eV / (1E15 atoms/cm2)
  4.1937E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
